numero_de_cliente	foto_mes	pred_acumulada
4730137	202101	4908644
4730147	202101	3387388
4730209	202101	5154288
4730728	202101	3555595
4730734	202101	4810385
4731017	202101	1142352
4731274	202101	645206
4731281	202101	964483
4731303	202101	1225288
4731315	202101	2029995
4731557	202101	7277524
4731576	202101	1287321
4731755	202101	1233401
4732355	202101	4972615
4732402	202101	550465
4732553	202101	1013551
4733040	202101	3163870
4733112	202101	1460012
4733423	202101	2197600
4733697	202101	6150762
4734231	202101	4030966
4734287	202101	4028672
4734300	202101	3665019
4734535	202101	1782373
4734796	202101	1515815
4735236	202101	411670
4735258	202101	4968381
4735299	202101	2697273
4735465	202101	2393662
4735654	202101	4328739
4735669	202101	3690325
4735827	202101	1010035
4736053	202101	7217383
4736452	202101	3182442
4736637	202101	7998837
4736672	202101	6979312
4736675	202101	6353498
4736725	202101	7145356
4736932	202101	4043413
4737237	202101	3815993
4737400	202101	3067024
4737507	202101	7575155
4737944	202101	5581875
4738019	202101	596325
4738070	202101	2175071
4738220	202101	7912328
4738246	202101	2589883
4738597	202101	5561732
4738733	202101	1314482
4738811	202101	5918593
4739295	202101	3925392
4739631	202101	2498125
4740134	202101	6567703
4740300	202101	3758648
4740508	202101	5086419
4740552	202101	2224203
4740630	202101	3317961
4740856	202101	381148
4740878	202101	6400887
4740985	202101	1678160
4741038	202101	1076213
4741051	202101	940841
4741274	202101	6013339
4741312	202101	4113940
4741368	202101	4307111
4741629	202101	5695946
4741654	202101	1901768
4741755	202101	1599490
4741909	202101	5186520
4741953	202101	5339243
4742264	202101	658742
4742333	202101	5219847
4742364	202101	1511238
4742474	202101	6255863
4742810	202101	3496861
4743080	202101	6083916
4743140	202101	7234110
4743253	202101	3337778
4743341	202101	1335102
4743395	202101	2076761
4743413	202101	5069985
4743555	202101	4001717
4743703	202101	7261502
4743872	202101	2959683
4743888	202101	7916639
4744325	202101	4476611
4744334	202101	3268525
4744372	202101	6161030
4744394	202101	3253720
4744636	202101	2436614
4744698	202101	6449346
4744758	202101	6083037
4744818	202101	890416
4744827	202101	6410148
4745009	202101	1137151
4745022	202101	6437166
4745374	202101	3803199
4745770	202101	2817426
4745996	202101	2352621
4746096	202101	6644915
4746382	202101	4912680
4746392	202101	1600325
4746455	202101	5308674
4746681	202101	8181648
4747026	202101	1423844
4747187	202101	6041606
4747972	202101	6457853
4748424	202101	3885830
4748537	202101	374802
4748842	202101	4508066
4749059	202101	2469741
4749087	202101	1917440
4749288	202101	7777635
4749785	202101	3221252
4749841	202101	7625128
4749851	202101	4878021
4749885	202101	345850
4750206	202101	1666923
4750554	202101	3506846
4750834	202101	3263426
4750912	202101	933497
4751164	202101	7215212
4751173	202101	3006894
4751233	202101	7505046
4751293	202101	7401646
4751384	202101	2395645
4751575	202101	3267139
4751952	202101	1328445
4751971	202101	2445662
4752436	202101	966886
4752515	202101	7468162
4752521	202101	6842858
4752540	202101	6755273
4752590	202101	3984508
4753137	202101	3992685
4753435	202101	4869077
4754045	202101	6615044
4754692	202101	7290412
4754795	202101	6833963
4755147	202101	1026377
4755352	202101	2366716
4755386	202101	6215598
4755675	202101	4684976
4755694	202101	4625085
4755766	202101	1342197
4755854	202101	2384407
4756366	202101	2016464
4756596	202101	1157336
4756687	202101	2072119
4756750	202101	1658392
4756922	202101	4999097
4757193	202101	6277376
4757494	202101	4956697
4757730	202101	3509849
4757840	202101	2925783
4757903	202101	6749626
4758188	202101	7874802
4758364	202101	1372771
4758493	202101	2577625
4758647	202101	2796934
4758738	202101	7526997
4758927	202101	4865333
4759367	202101	1086963
4759568	202101	5927158
4759605	202101	4496560
4759634	202101	693267
4759681	202101	281458
4759690	202101	2565147
4759756	202101	3597416
4759847	202101	2689409
4759882	202101	1278619
4759932	202101	6906146
4759960	202101	1173760
4760388	202101	4038653
4760563	202101	4239717
4760906	202101	4786405
4760984	202101	594397
4761028	202101	2342709
4761584	202101	2723037
4761720	202101	4474049
4761751	202101	5268255
4761770	202101	6561829
4762257	202101	3056011
4762304	202101	2417928
4762411	202101	5912880
4762508	202101	754328
4762838	202101	4256838
4762904	202101	4387772
4763011	202101	6602771
4763102	202101	4212343
4763152	202101	3035142
4763212	202101	3325576
4763268	202101	7381146
4763413	202101	1941100
4763670	202101	5270968
4764321	202101	2376764
4764380	202101	6331964
4764666	202101	3600744
4764908	202101	707582
4765109	202101	2715708
4765207	202101	4439240
4765577	202101	7353594
4765643	202101	2483703
4765917	202101	7356106
4766061	202101	3673586
4766077	202101	5632400
4766140	202101	1394623
4766143	202101	5233557
4766196	202101	1354653
4766306	202101	4964121
4766532	202101	3893809
4766567	202101	1756010
4766605	202101	906378
4766627	202101	2198454
4766652	202101	5621230
4766664	202101	3367157
4766837	202101	1243032
4767019	202101	7319988
4767494	202101	8072517
4767780	202101	2841120
4767927	202101	4593825
4768845	202101	2619147
4768977	202101	4287028
4768992	202101	3123365
4769234	202101	1624818
4769649	202101	6358517
4769819	202101	6367864
4769922	202101	1028760
4770287	202101	4659086
4770579	202101	2868855
4770733	202101	7312850
4771088	202101	6616819
4771251	202101	7263591
4771349	202101	3672636
4771361	202101	5601482
4771776	202101	2389749
4771861	202101	2907176
4771883	202101	2463486
4772128	202101	5682503
4772212	202101	3197605
4772263	202101	8059560
4772611	202101	5048730
4773032	202101	5262994
4773061	202101	5110107
4773956	202101	2625030
4774119	202101	5868246
4774211	202101	2121737
4774233	202101	3816012
4774368	202101	2578442
4774462	202101	3895126
4774632	202101	4849956
4774927	202101	4775379
4774965	202101	1465963
4775191	202101	3718753
4775194	202101	1926830
4775539	202101	4545322
4775734	202101	1422569
4776052	202101	2706535
4776391	202101	8034372
4776482	202101	5869719
4776488	202101	6494306
4776680	202101	1927979
4776705	202101	7470913
4776777	202101	3496999
4776959	202101	5535233
4777132	202101	723611
4777208	202101	7021513
4777528	202101	4969635
4777581	202101	6869787
4777638	202101	5273632
4777870	202101	4669936
4777905	202101	151393
4778524	202101	5191287
4778621	202101	491610
4778945	202101	3093827
4778976	202101	7580812
4779099	202101	7234043
4779121	202101	3844109
4779620	202101	1578839
4779708	202101	2860861
4779969	202101	2711425
4780076	202101	6255242
4780085	202101	3807204
4780264	202101	1626227
4780594	202101	5546428
4780626	202101	6823684
4780780	202101	1719185
4780877	202101	5366162
4780934	202101	2923120
4780949	202101	4564121
4780996	202101	1412766
4781245	202101	7424464
4781348	202101	6994393
4781722	202101	1289337
4781889	202101	4235101
4782316	202101	6285654
4782950	202101	7717048
4783010	202101	5175407
4783079	202101	2872396
4784342	202101	238120
4784405	202101	3952005
4784427	202101	655480
4785008	202101	2606031
4785121	202101	7711547
4785124	202101	7671314
4785165	202101	7833893
4785244	202101	4550510
4785580	202101	2855741
4785709	202101	1238489
4785772	202101	3184607
4786029	202101	2983922
4786057	202101	4646367
4786227	202101	5066817
4786233	202101	6483252
4786281	202101	6731476
4786346	202101	4019909
4786526	202101	4215863
4786786	202101	1102580
4786896	202101	5921424
4787148	202101	5439776
4787276	202101	6089914
4787468	202101	4971539
4787773	202101	6366383
4788191	202101	2782440
4788206	202101	3546358
4788247	202101	3980974
4788429	202101	3295179
4788568	202101	6483957
4788706	202101	2738369
4788979	202101	2436946
4789240	202101	2761631
4789454	202101	6698916
4789831	202101	5164280
4789900	202101	778427
4790380	202101	1815728
4790685	202101	7015258
4791376	202101	5745025
4791382	202101	1976264
4791675	202101	5461419
4791866	202101	4196537
4792353	202101	5488789
4792699	202101	638518
4792900	202101	649860
4792928	202101	3014309
4793000	202101	6687079
4793051	202101	7689558
4793255	202101	2976702
4793337	202101	3247822
4793748	202101	2947778
4793940	202101	4901410
4794043	202101	7711363
4794081	202101	8146385
4794138	202101	2482190
4794559	202101	5180374
4794590	202101	6066355
4794741	202101	7002534
4794788	202101	2693773
4795061	202101	5693858
4795470	202101	395555
4795862	202101	7500184
4796227	202101	6970374
4796378	202101	3384558
4796528	202101	2636652
4796594	202101	4889642
4796736	202101	4730807
4797163	202101	4336586
4797260	202101	2218985
4797933	202101	5181508
4797952	202101	4219712
4797964	202101	5560785
4798127	202101	3796601
4798178	202101	4028254
4798492	202101	671347
4798561	202101	346092
4799928	202101	4618062
4800016	202101	5814017
4800556	202101	3505645
4800814	202101	1363846
4800829	202101	2959239
4801825	202101	2486042
4801831	202101	6901411
4802171	202101	7048124
4802391	202101	271772
4802868	202101	1116826
4803207	202101	2566914
4803239	202101	5573790
4803355	202101	5816061
4804241	202101	6349469
4804326	202101	6608612
4804367	202101	3221422
4804451	202101	220819
4804605	202101	7718151
4804719	202101	1038642
4804986	202101	3627287
4805171	202101	3436967
4805262	202101	3958024
4805821	202101	2783507
4805963	202101	1857009
4806035	202101	5010875
4806135	202101	1103546
4806490	202101	7565486
4806682	202101	4323394
4806713	202101	4746599
4806770	202101	555056
4806842	202101	6629808
4806946	202101	5844826
4807056	202101	2203027
4807182	202101	5045442
4807254	202101	5526958
4807650	202101	6106302
4807700	202101	7272244
4807747	202101	3101445
4807854	202101	2669481
4807976	202101	4148760
4808256	202101	5677052
4808451	202101	1130485
4808806	202101	4530633
4808922	202101	543094
4808953	202101	2246730
4809164	202101	6699237
4809258	202101	1016164
4809387	202101	1397966
4809547	202101	267566
4809607	202101	3481396
4809839	202101	7810388
4809849	202101	3204219
4809937	202101	5833355
4809943	202101	896755
4809965	202101	3590487
4810106	202101	1426046
4810399	202101	1255064
4810832	202101	3816469
4810854	202101	4866469
4810945	202101	7068317
4811021	202101	5964400
4811200	202101	3651719
4811209	202101	2476954
4811621	202101	598569
4812318	202101	5978271
4812708	202101	5841435
4813345	202101	7301473
4814668	202101	4657583
4814706	202101	5647110
4814734	202101	2908115
4814809	202101	3881945
4814847	202101	6909310
4815871	202101	7205904
4817166	202101	5755788
4817788	202101	2481388
4817800	202101	7519787
4817957	202101	7660840
4818278	202101	1110379
4818557	202101	5563453
4818953	202101	2173136
4819220	202101	6161509
4819236	202101	1020396
4819553	202101	3658280
4820093	202101	2798598
4820301	202101	942407
4820307	202101	7599010
4820326	202101	3807952
4820398	202101	6791602
4820574	202101	4830488
4820876	202101	3602217
4820970	202101	1253871
4820989	202101	3995442
4821388	202101	822004
4821451	202101	7338545
4821840	202101	5373748
4821897	202101	2750959
4821988	202101	2644096
4822208	202101	6101431
4822594	202101	5658279
4823169	202101	2249832
4823386	202101	2646969
4824152	202101	2448491
4824272	202101	2681665
4824288	202101	6783700
4824602	202101	6378835
4824655	202101	7654771
