cp	max_depth	min_split	minbucket	ganancia_promedio
-1	1	950	3	5970000
-0.5	1	950	3	5970000
-0.4	1	950	3	5970000
-0.3	1	950	3	5970000
-0.2	1	950	3	5970000
-0.1	1	950	3	5970000
-1	1	950	4	5970000
-0.5	1	950	4	5970000
-0.4	1	950	4	5970000
-0.3	1	950	4	5970000
-0.2	1	950	4	5970000
-0.1	1	950	4	5970000
-1	1	950	5	5970000
-0.5	1	950	5	5970000
-0.4	1	950	5	5970000
-0.3	1	950	5	5970000
-0.2	1	950	5	5970000
-0.1	1	950	5	5970000
-1	1	950	6	5970000
-0.5	1	950	6	5970000
-0.4	1	950	6	5970000
-0.3	1	950	6	5970000
-0.2	1	950	6	5970000
-0.1	1	950	6	5970000
-1	1	950	7	5970000
-0.5	1	950	7	5970000
-0.4	1	950	7	5970000
-0.3	1	950	7	5970000
-0.2	1	950	7	5970000
-0.1	1	950	7	5970000
-1	1	950	8	5970000
-0.5	1	950	8	5970000
-0.4	1	950	8	5970000
-0.3	1	950	8	5970000
-0.2	1	950	8	5970000
-0.1	1	950	8	5970000
-1	1	950	9	5970000
-0.5	1	950	9	5970000
-0.4	1	950	9	5970000
-0.3	1	950	9	5970000
-0.2	1	950	9	5970000
-0.1	1	950	9	5970000
-1	1	950	10	5970000
-0.5	1	950	10	5970000
-0.4	1	950	10	5970000
-0.3	1	950	10	5970000
-0.2	1	950	10	5970000
-0.1	1	950	10	5970000
-1	1	950	11	5970000
-0.5	1	950	11	5970000
-0.4	1	950	11	5970000
-0.3	1	950	11	5970000
-0.2	1	950	11	5970000
-0.1	1	950	11	5970000
-1	1	950	12	5970000
-0.5	1	950	12	5970000
-0.4	1	950	12	5970000
-0.3	1	950	12	5970000
-0.2	1	950	12	5970000
-0.1	1	950	12	5970000
-1	1	950	13	5970000
-0.5	1	950	13	5970000
-0.4	1	950	13	5970000
-0.3	1	950	13	5970000
-0.2	1	950	13	5970000
-0.1	1	950	13	5970000
-1	1	950	14	5970000
-0.5	1	950	14	5970000
-0.4	1	950	14	5970000
-0.3	1	950	14	5970000
-0.2	1	950	14	5970000
-0.1	1	950	14	5970000
-1	1	950	15	5970000
-0.5	1	950	15	5970000
-0.4	1	950	15	5970000
-0.3	1	950	15	5970000
-0.2	1	950	15	5970000
-0.1	1	950	15	5970000
-1	1	950	16	5970000
-0.5	1	950	16	5970000
-0.4	1	950	16	5970000
-0.3	1	950	16	5970000
-0.2	1	950	16	5970000
-0.1	1	950	16	5970000
-1	1	950	17	5970000
-0.5	1	950	17	5970000
-0.4	1	950	17	5970000
-0.3	1	950	17	5970000
-0.2	1	950	17	5970000
-0.1	1	950	17	5970000
-1	1	950	18	5970000
-0.5	1	950	18	5970000
-0.4	1	950	18	5970000
-0.3	1	950	18	5970000
-0.2	1	950	18	5970000
-0.1	1	950	18	5970000
-1	1	900	1	5970000
-0.5	1	900	1	5970000
-0.4	1	900	1	5970000
-0.3	1	900	1	5970000
-0.2	1	900	1	5970000
-0.1	1	900	1	5970000
-1	1	900	2	5970000
-0.5	1	900	2	5970000
-0.4	1	900	2	5970000
-0.3	1	900	2	5970000
-0.2	1	900	2	5970000
-0.1	1	900	2	5970000
-1	1	900	3	5970000
-0.5	1	900	3	5970000
-0.4	1	900	3	5970000
-0.3	1	900	3	5970000
-0.2	1	900	3	5970000
-0.1	1	900	3	5970000
-1	1	900	4	5970000
-0.5	1	900	4	5970000
-0.4	1	900	4	5970000
-0.3	1	900	4	5970000
-0.2	1	900	4	5970000
-0.1	1	900	4	5970000
-1	1	900	5	5970000
-0.5	1	900	5	5970000
-0.4	1	900	5	5970000
-0.3	1	900	5	5970000
-0.2	1	900	5	5970000
-0.1	1	900	5	5970000
-1	1	900	6	5970000
-0.5	1	900	6	5970000
-0.4	1	900	6	5970000
-0.3	1	900	6	5970000
-0.2	1	900	6	5970000
-0.1	1	900	6	5970000
-1	1	900	7	5970000
-0.5	1	900	7	5970000
-0.4	1	900	7	5970000
-0.3	1	900	7	5970000
-0.2	1	900	7	5970000
-0.1	1	900	7	5970000
-1	1	900	8	5970000
-0.5	1	900	8	5970000
-0.4	1	900	8	5970000
-0.3	1	900	8	5970000
-0.2	1	900	8	5970000
-0.1	1	900	8	5970000
-1	1	900	9	5970000
-0.5	1	900	9	5970000
-0.4	1	900	9	5970000
-0.3	1	900	9	5970000
-0.2	1	900	9	5970000
-0.1	1	900	9	5970000
-1	1	900	10	5970000
-0.5	1	900	10	5970000
-0.4	1	900	10	5970000
-0.3	1	900	10	5970000
-0.2	1	900	10	5970000
-0.1	1	900	10	5970000
-1	1	900	11	5970000
-0.5	1	900	11	5970000
-0.4	1	900	11	5970000
-0.3	1	900	11	5970000
-0.2	1	900	11	5970000
-0.1	1	900	11	5970000
-1	1	900	12	5970000
-0.5	1	900	12	5970000
-0.4	1	900	12	5970000
-0.3	1	900	12	5970000
-0.2	1	900	12	5970000
-0.1	1	900	12	5970000
-1	1	900	13	5970000
-0.5	1	900	13	5970000
-0.4	1	900	13	5970000
-0.3	1	900	13	5970000
-0.2	1	900	13	5970000
-0.1	1	900	13	5970000
-1	1	900	14	5970000
-0.5	1	900	14	5970000
-0.4	1	900	14	5970000
-0.3	1	900	14	5970000
-0.2	1	900	14	5970000
-0.1	1	900	14	5970000
-1	1	900	15	5970000
-0.5	1	900	15	5970000
-0.4	1	900	15	5970000
-0.3	1	900	15	5970000
-0.2	1	900	15	5970000
-0.1	1	900	15	5970000
-1	1	900	16	5970000
-0.5	1	900	16	5970000
-0.4	1	900	16	5970000
-0.3	1	900	16	5970000
-0.2	1	900	16	5970000
-0.1	1	900	16	5970000
-1	1	900	17	5970000
-0.5	1	900	17	5970000
-0.4	1	900	17	5970000
-0.3	1	900	17	5970000
-0.2	1	900	17	5970000
-0.1	1	900	17	5970000
-1	1	900	18	5970000
-0.5	1	900	18	5970000
-0.4	1	900	18	5970000
-0.3	1	900	18	5970000
-0.2	1	900	18	5970000
-0.1	1	900	18	5970000
-1	1	850	1	5970000
-0.5	1	850	1	5970000
-0.4	1	850	1	5970000
-0.3	1	850	1	5970000
-0.2	1	850	1	5970000
-0.1	1	850	1	5970000
-1	1	850	2	5970000
-0.5	1	850	2	5970000
-0.4	1	850	2	5970000
-0.3	1	850	2	5970000
-0.2	1	850	2	5970000
-0.1	1	850	2	5970000
-1	1	850	3	5970000
-0.5	1	850	3	5970000
-0.4	1	850	3	5970000
-0.3	1	850	3	5970000
-0.2	1	850	3	5970000
-0.1	1	850	3	5970000
-1	1	850	4	5970000
-0.5	1	850	4	5970000
-0.4	1	850	4	5970000
-0.3	1	850	4	5970000
-0.2	1	850	4	5970000
-0.1	1	850	4	5970000
-1	1	850	5	5970000
-0.5	1	850	5	5970000
-0.4	1	850	5	5970000
-0.3	1	850	5	5970000
-0.2	1	850	5	5970000
-0.1	1	850	5	5970000
-1	1	850	6	5970000
-0.5	1	850	6	5970000
-0.4	1	850	6	5970000
-0.3	1	850	6	5970000
-0.2	1	850	6	5970000
-0.1	1	850	6	5970000
-1	1	850	7	5970000
-0.5	1	850	7	5970000
-0.4	1	850	7	5970000
-0.3	1	850	7	5970000
-0.2	1	850	7	5970000
-0.1	1	850	7	5970000
-1	1	850	8	5970000
-0.5	1	850	8	5970000
-0.4	1	850	8	5970000
-0.3	1	850	8	5970000
-0.2	1	850	8	5970000
-0.1	1	850	8	5970000
-1	1	850	9	5970000
-0.5	1	850	9	5970000
-0.4	1	850	9	5970000
-0.3	1	850	9	5970000
-0.2	1	850	9	5970000
-0.1	1	850	9	5970000
-1	1	850	10	5970000
-0.5	1	850	10	5970000
-0.4	1	850	10	5970000
-0.3	1	850	10	5970000
-0.2	1	850	10	5970000
-0.1	1	850	10	5970000
-1	1	850	11	5970000
-0.5	1	850	11	5970000
-0.4	1	850	11	5970000
-0.3	1	850	11	5970000
-0.2	1	850	11	5970000
-0.1	1	850	11	5970000
-1	1	850	12	5970000
-0.5	1	850	12	5970000
-0.4	1	850	12	5970000
-0.3	1	850	12	5970000
-0.2	1	850	12	5970000
-0.1	1	850	12	5970000
-1	1	850	13	5970000
-0.5	1	850	13	5970000
-0.4	1	850	13	5970000
-0.3	1	850	13	5970000
-0.2	1	850	13	5970000
-0.1	1	850	13	5970000
-1	1	850	14	5970000
-0.5	1	850	14	5970000
-0.4	1	850	14	5970000
-0.3	1	850	14	5970000
-0.2	1	850	14	5970000
-0.1	1	850	14	5970000
-1	1	850	15	5970000
-0.5	1	850	15	5970000
-0.4	1	850	15	5970000
-0.3	1	850	15	5970000
-0.2	1	850	15	5970000
-0.1	1	850	15	5970000
-1	1	850	16	5970000
-0.5	1	850	16	5970000
-0.4	1	850	16	5970000
-0.3	1	850	16	5970000
-0.2	1	850	16	5970000
-0.1	1	850	16	5970000
-1	1	850	17	5970000
-0.5	1	850	17	5970000
-0.4	1	850	17	5970000
-0.3	1	850	17	5970000
-0.2	1	850	17	5970000
-0.1	1	850	17	5970000
-1	1	850	18	5970000
-0.5	1	850	18	5970000
-0.4	1	850	18	5970000
-0.3	1	850	18	5970000
-0.2	1	850	18	5970000
-0.1	1	850	18	5970000
-1	1	800	1	5970000
-0.5	1	800	1	5970000
-0.4	1	800	1	5970000
-0.3	1	800	1	5970000
-0.2	1	800	1	5970000
-0.1	1	800	1	5970000
-1	1	800	2	5970000
-0.5	1	800	2	5970000
-0.4	1	800	2	5970000
-0.3	1	800	2	5970000
-0.2	1	800	2	5970000
-0.1	1	800	2	5970000
-1	1	800	3	5970000
-0.5	1	800	3	5970000
-0.4	1	800	3	5970000
-0.3	1	800	3	5970000
-0.2	1	800	3	5970000
-0.1	1	800	3	5970000
-1	1	800	4	5970000
-0.5	1	800	4	5970000
-0.4	1	800	4	5970000
-0.3	1	800	4	5970000
-0.2	1	800	4	5970000
-0.1	1	800	4	5970000
-1	1	800	5	5970000
-0.5	1	800	5	5970000
-0.4	1	800	5	5970000
-0.3	1	800	5	5970000
-0.2	1	800	5	5970000
-0.1	1	800	5	5970000
-1	1	800	6	5970000
-0.5	1	800	6	5970000
-0.4	1	800	6	5970000
